trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.005, 'e': 0.1572371663136276}",20,0,-19.795138808491984,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
371,False,"{'a': 0.005, 'e': 0.15645294267495474}",25,16,12.042465817427447,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.005, 'e': 0.1556726303679973}",25,5,2.8052071582720397,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
373,False,"{'a': 0.005, 'e': 0.15489620988490704}",25,13,8.028821002776194,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.005, 'e': 0.1541236618151314}",35,10,33.54718968223635,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.005, 'e': 0.15335496684492847}",20,12,-10.665608900859059,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
376,False,"{'a': 0.005, 'e': 0.15259010575688386}",20,0,16.60936086193174,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.005, 'e': 0.1518290594294306}",30,22,14.693194778550216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.005, 'e': 0.15107180883637084}",25,9,25.319595431830166,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.005, 'e': 0.15031833504640033}",25,4,30.010629553118385,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.005, 'e': 0.14956861922263504}",30,5,27.760649165564914,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.005, 'e': 0.14882264262214037}",25,0,-4.960291816630029,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
382,False,"{'a': 0.005, 'e': 0.14808038659546244}",20,8,-0.8478141753869988,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
383,False,"{'a': 0.005, 'e': 0.14734183258616193}",20,0,2.443818451940353,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.005, 'e': 0.14660696213035015}",25,9,24.544327815014835,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.005, 'e': 0.14587575685622736}",25,9,11.845578513894433,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.005, 'e': 0.14514819848362373}",20,8,20.312281774553746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.005, 'e': 0.14442426882354198}",20,0,-37.48425399259863,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
388,False,"{'a': 0.005, 'e': 0.14370394977770293}",30,0,-6.012747196668443,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
389,False,"{'a': 0.005, 'e': 0.14298722333809288}",20,12,8.522209410358927,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.005, 'e': 0.1422740715865136}",25,16,9.122975450544388,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.005, 'e': 0.14156447669413402}",25,19,10.394147446081266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.005, 'e': 0.140858420921045}",20,0,-4.888182640161125,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
393,False,"{'a': 0.005, 'e': 0.14015588661581535}",20,7,19.706016846961013,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.005, 'e': 0.13945685621505094}",20,8,-26.22780643037716,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
395,False,"{'a': 0.005, 'e': 0.13876131224295524}",20,14,11.564737867827901,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.005, 'e': 0.13806923731089282}",20,10,17.864273816092187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.005, 'e': 0.13738061411695424}",20,6,-6.616702558109452,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
398,False,"{'a': 0.005, 'e': 0.13669542544552385}",25,0,0.7258877192854694,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
399,False,"{'a': 0.005, 'e': 0.13601365416684916}",25,0,-22.40829222843171,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
400,False,"{'a': 0.005, 'e': 0.1353352832366127}",20,2,26.38707259595117,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.005, 'e': 0.13466029569550586}",20,8,21.206310314845283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.005, 'e': 0.13398867466880493}",25,13,-21.973916112431535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
403,False,"{'a': 0.005, 'e': 0.13332040336594936}",30,15,24.43766195549713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.005, 'e': 0.13265546508012172}",25,18,13.295554735084137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.005, 'e': 0.13199384318783022}",25,13,21.506375140562216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.005, 'e': 0.13133552114849303}",25,1,7.123659162289963,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
407,False,"{'a': 0.005, 'e': 0.13068048250402503}",25,7,29.106474864520244,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.005, 'e': 0.1300287108784259}",25,3,26.60477203224356,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.005, 'e': 0.12938018997737108}",25,16,16.864602156957353,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.005, 'e': 0.12873490358780423}",25,0,21.606122700197936,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
411,False,"{'a': 0.005, 'e': 0.12809283557753198}",30,3,23.77706110502351,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.005, 'e': 0.12745396989482075}",30,19,1.2471136799422577,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
413,False,"{'a': 0.005, 'e': 0.1268182905679951}",20,1,24.43507950245602,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.005, 'e': 0.12618578170503877}",20,6,-19.613739399914117,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
415,False,"{'a': 0.005, 'e': 0.1255564274931972}",25,2,14.84291008009253,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
416,False,"{'a': 0.005, 'e': 0.12493021219858241}",20,13,13.21517041286719,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.005, 'e': 0.12430712016577938}",30,13,17.84542349024461,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.005, 'e': 0.12368713581745483}",30,18,14.966564650553341,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.005, 'e': 0.12307024365396771}",20,0,-19.21339045687869,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
420,False,"{'a': 0.005, 'e': 0.1224564282529819}",30,21,1.9510839399102302,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.005, 'e': 0.12184567426908036}",25,11,21.360131135178374,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.005, 'e': 0.12123796643338168}",25,5,19.31674914993842,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.005, 'e': 0.12063328955315826}",20,0,15.833739231383294,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
424,False,"{'a': 0.005, 'e': 0.12003162851145673}",30,9,34.938146816593516,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.005, 'e': 0.11943296826671962}",35,8,42.87476133556605,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.005, 'e': 0.11883729385240965}",30,20,19.772595592377996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.005, 'e': 0.1182445903766354}",20,0,24.67051789372735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.005, 'e': 0.11765484302177918}",30,22,14.176534190613367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.005, 'e': 0.11706803704412637}",35,10,34.341063710567646,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.005, 'e': 0.11648415777349697}",20,0,-52.28620558717988,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
431,False,"{'a': 0.005, 'e': 0.11590319061287874}",20,8,-15.174449987399335,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
432,False,"{'a': 0.005, 'e': 0.11532512103806251}",25,4,23.2659985241852,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.005, 'e': 0.11474993459727875}",20,6,27.828053207819377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.005, 'e': 0.1141776169108365}",25,10,16.287185286005364,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.005, 'e': 0.11360815367076371}",20,0,18.054054188195394,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
436,False,"{'a': 0.005, 'e': 0.11304153064044985}",25,8,18.61853895139865,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.005, 'e': 0.11247773365428958}",20,10,16.372686034176738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.005, 'e': 0.11191674861732888}",25,0,32.94772005757389,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.005, 'e': 0.11135856150491262}",25,11,22.383037588097533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.005, 'e': 0.11080315836233387}",20,0,-10.217635475894236,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
441,False,"{'a': 0.005, 'e': 0.11025052530448522}",30,12,27.905302764294735,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.005, 'e': 0.10970064851551141}",30,14,11.201052960600963,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.005, 'e': 0.10915351424846406}",20,0,-13.93760521319913,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
444,False,"{'a': 0.005, 'e': 0.10860910882495796}",30,16,25.076707771571215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.005, 'e': 0.10806741863482926}",25,3,17.126388455131387,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.005, 'e': 0.10752843013579495}",25,0,32.93069322112333,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
447,False,"{'a': 0.005, 'e': 0.10699212985311449}",20,6,17.67982886259205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.005, 'e': 0.1064585043792528}",20,0,24.75240344944011,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.005, 'e': 0.10592754037354536}",25,0,31.052080839674414,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.005, 'e': 0.10539922456186433}",25,13,21.92993911227245,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.005, 'e': 0.1048735437362869}",20,2,10.522457733308116,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.005, 'e': 0.104350484754765}",20,0,27.717189098864324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.005, 'e': 0.10383003454079692}",30,18,19.662057197508982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.005, 'e': 0.1033121800831002}",20,13,11.555878269878866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.005, 'e': 0.1027969084352864}",25,18,9.29978663420313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.005, 'e': 0.10228420671553744}",25,15,14.813967595137688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.005, 'e': 0.10177406210628372}",25,16,13.701892795445332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.005, 'e': 0.1012664618538834}",20,0,-4.873315043370996,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
459,False,"{'a': 0.005, 'e': 0.10076139326830373}",30,0,28.419839987308755,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
460,False,"{'a': 0.005, 'e': 0.1002588437228037}",25,0,-3.373751872770863,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
461,False,"{'a': 0.005, 'e': 0.09975880065361863}",20,0,10.59218253196008,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
462,False,"{'a': 0.005, 'e': 0.09926125155964566}",20,12,-10.803804691093593,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
463,False,"{'a': 0.005, 'e': 0.09876618400213154}",30,18,-19.568769655910863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
464,False,"{'a': 0.005, 'e': 0.09827358560436154}",20,10,-7.5449513662503245,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
465,False,"{'a': 0.005, 'e': 0.09778344405135005}",20,3,7.005666034061273,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.005, 'e': 0.09729574708953276}",20,8,16.383938578757714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.005, 'e': 0.09681048252646021}",20,0,28.065670811070532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
468,False,"{'a': 0.005, 'e': 0.09632763823049303}",30,15,13.117331801419173,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.005, 'e': 0.09584720213049865}",20,15,7.776566992766839,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.005, 'e': 0.09536916221554961}",25,0,11.572700129223579,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
471,False,"{'a': 0.005, 'e': 0.09489350653462311}",35,8,19.00926953472509,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
472,False,"{'a': 0.005, 'e': 0.09442022319630235}",20,12,5.682216123354827,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.005, 'e': 0.09394930036847918}",20,0,-20.65116720845176,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
474,False,"{'a': 0.005, 'e': 0.09348072627805847}",20,0,30.048982812013957,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
475,False,"{'a': 0.005, 'e': 0.09301448921066349}",20,9,17.44568789530446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.005, 'e': 0.09255057751034329}",25,0,-28.5980047281309,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
477,False,"{'a': 0.005, 'e': 0.09208897957928115}",30,0,24.369058970512384,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
478,False,"{'a': 0.005, 'e': 0.09162968387750484}",25,13,-22.94591985800072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
479,False,"{'a': 0.005, 'e': 0.09117267892259785}",25,17,13.281457160593918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.005, 'e': 0.09071795328941251}",20,4,29.18734103942602,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.005, 'e': 0.09026549560978427}",20,0,6.275930699644799,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
482,False,"{'a': 0.005, 'e': 0.08981529457224763}",20,16,6.479592040511759,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.005, 'e': 0.08936733892175319}",20,0,22.99237586228144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
484,False,"{'a': 0.005, 'e': 0.08892161745938634}",20,0,18.322879926547184,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
485,False,"{'a': 0.005, 'e': 0.08847811904208727}",20,6,20.932530547614704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.005, 'e': 0.08803683258237255}",20,3,14.897476518480403,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.005, 'e': 0.08759774704805763}",30,17,25.13376707085691,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.005, 'e': 0.0871608514619813}",30,11,33.66619574094027,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.005, 'e': 0.08672613490173114}",20,6,-27.957615091360434,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
490,False,"{'a': 0.005, 'e': 0.0862935864993705}",20,0,-1.3034503478813533,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
491,False,"{'a': 0.005, 'e': 0.08586319544116683}",25,12,23.137761777246105,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.005, 'e': 0.08543495096732123}",25,17,16.32156840555748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.005, 'e': 0.08500884237169956}",20,11,9.576997968490224,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.005, 'e': 0.08458485900156469}",20,12,7.7078974348307385,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.005, 'e': 0.08416299025731036}",25,9,26.300832428371628,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.005, 'e': 0.08374322559219596}",30,13,9.232028201875554,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.005, 'e': 0.083325554512083}",25,15,16.385097482330032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.005, 'e': 0.08290996657517266}",25,15,17.61669107581825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.005, 'e': 0.08249645139174498}",20,14,12.288503590475537,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.005, 'e': 0.0820849986238988}",20,9,22.04461732229431,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.005, 'e': 0.08167559798529346}",30,13,25.02788923280274,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.005, 'e': 0.08126823924089167}",20,8,-18.898461864075536,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
503,False,"{'a': 0.005, 'e': 0.08086291220670366}",25,0,38.74577257375441,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
504,False,"{'a': 0.005, 'e': 0.08045960674953244}",30,20,17.468330527325968,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.005, 'e': 0.08005831278672054}",25,3,38.4459233249397,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.005, 'e': 0.07965902028589801}",20,6,11.65514884153284,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.005, 'e': 0.07926171926473155}",25,12,17.805015881496328,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.005, 'e': 0.07886639979067495}",25,2,-9.976966311409242,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
509,False,"{'a': 0.005, 'e': 0.07847305198072073}",20,0,-28.371130202212278,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
510,False,"{'a': 0.005, 'e': 0.07808166600115313}",25,14,12.281545418153357,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.005, 'e': 0.07769223206730236}",25,0,34.05849515911378,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
512,False,"{'a': 0.005, 'e': 0.07730474044329974}",25,20,8.418008464917584,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.005, 'e': 0.0769191814418345}",20,8,21.59526992389419,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.005, 'e': 0.07653554542391151}",35,22,19.372973425743787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.005, 'e': 0.07615382279861033}",20,13,11.017451392465764,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.005, 'e': 0.07577400402284548}",30,0,32.96455762458775,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.005, 'e': 0.07539607960112776}",20,13,12.882818868230856,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.005, 'e': 0.07502004008532698}",20,4,23.103306928281224,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.005, 'e': 0.07464587607443557}",25,5,-23.334551629741735,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
520,False,"{'a': 0.005, 'e': 0.07427357821433388}",20,7,21.530123332891055,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.005, 'e': 0.07390313719755595}",20,0,23.03383288680372,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
522,False,"{'a': 0.005, 'e': 0.0735345437630571}",25,12,22.90237063130104,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.005, 'e': 0.07316778869598221}",20,9,-22.974422290051464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
524,False,"{'a': 0.005, 'e': 0.07280286282743559}",35,23,22.79999312513159,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.005, 'e': 0.07243975703425146}",25,6,1.7688370982540773,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
526,False,"{'a': 0.005, 'e': 0.0720784622387661}",25,0,23.21908473222321,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
527,False,"{'a': 0.005, 'e': 0.07171896940859077}",25,12,11.996935359408694,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.005, 'e': 0.07136126955638605}",20,14,12.14437716609995,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.005, 'e': 0.07100535373963698}",25,7,29.77381197950094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.005, 'e': 0.0706512130604296}",20,1,28.737448504310304,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.005, 'e': 0.07029883866522844}",20,10,13.457863684619868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.005, 'e': 0.06994822174465536}",20,13,12.936032627224293,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.005, 'e': 0.06959935353326901}",20,0,26.051766500868677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
534,False,"{'a': 0.005, 'e': 0.069252225309346}",25,8,15.783524622392058,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.005, 'e': 0.06890682839466256}",35,3,34.22615643063973,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.005, 'e': 0.06856315415427791}",25,12,20.48895856845656,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.005, 'e': 0.06822119399631812}",20,3,26.95776911046708,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.005, 'e': 0.06788093937176144}",25,9,19.19586559602903,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.005, 'e': 0.06754238177422452}",25,8,9.666504264323109,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.005, 'e': 0.06720551273974976}",20,12,14.420314124976182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.005, 'e': 0.0668703238465938}",20,8,18.236666100306287,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.005, 'e': 0.06653680671501686}",20,13,9.394051423998102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.005, 'e': 0.06620495300707324}",20,3,26.346327317045233,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.005, 'e': 0.06587475442640295}",20,2,-18.91489527460802,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
545,False,"{'a': 0.005, 'e': 0.06554620271802433}",20,9,-2.9102733699330168,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
546,False,"{'a': 0.005, 'e': 0.06521928966812753}",25,10,1.9172670854745306,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
547,False,"{'a': 0.005, 'e': 0.06489400710386926}",20,7,24.282172019559823,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.005, 'e': 0.06457034689316847}",20,0,-47.66898458062462,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
549,False,"{'a': 0.005, 'e': 0.06424830094450308}",20,0,30.61509870825063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.005, 'e': 0.06392786120670757}",25,14,18.66461748139679,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.005, 'e': 0.0636090196687718}",25,11,22.98357663110596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.005, 'e': 0.0632917683596407}",30,11,31.993097137541444,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.005, 'e': 0.06297609934801507}",25,11,22.576012078283238,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.005, 'e': 0.06266200474215315}",20,6,26.090025152225348,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
