trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1265,False,"{'a': 0.005, 'e': 0.0017909662505412698}",30,8,41.396393762423784,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.005, 'e': 0.0017820337691014916}",20,14,8.864292033747837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.005, 'e': 0.0017731458385987554}",25,10,27.75579640804752,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.005, 'e': 0.0017643022368343355}",30,9,38.047230056269726,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.005, 'e': 0.0017555027427177273}",20,5,25.701670547973634,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.005, 'e': 0.0017467471362611182}",20,0,30.965471613082894,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1271,False,"{'a': 0.005, 'e': 0.0017380351985738934}",35,15,31.400680862420078,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.005, 'e': 0.0017293667118571557}",30,13,29.87562896012527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.005, 'e': 0.0017207414593982857}",35,14,31.450685701961962,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.005, 'e': 0.0017121592255655228}",25,0,36.824306973569406,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1275,False,"{'a': 0.005, 'e': 0.001703619795802574}",30,15,29.177421612323286,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.005, 'e': 0.0016951229566232505}",35,15,31.57186747525366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.005, 'e': 0.0016866684956061305}",20,0,25.230181783397185,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1278,False,"{'a': 0.005, 'e': 0.0016782562013892464}",25,14,20.05193728960795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.005, 'e': 0.0016698858636648077}",20,10,14.818751672107538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.005, 'e': 0.001661557273173934}",25,8,31.97674822606764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.005, 'e': 0.001653270221701429}",25,14,19.676340164500147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.005, 'e': 0.0016450245020705747}",20,4,27.679614447649083,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.005, 'e': 0.0016368199081379503}",20,14,11.10556528874784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.005, 'e': 0.0016286562347882806}",20,10,17.529798189597116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.005, 'e': 0.0016205332779293067}",25,11,24.379331317396407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.005, 'e': 0.0016124508344866836}",25,15,17.652720643882656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.005, 'e': 0.0016044087023989032}",25,17,15.127641446768225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.005, 'e': 0.0015964066806122474}",20,12,12.36375270116828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.005, 'e': 0.001588444569075753}",30,22,19.079473605559645,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.005, 'e': 0.001580522168736217}",30,14,22.3356379363742,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.005, 'e': 0.0015726392815332184}",30,18,19.244405166876295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.005, 'e': 0.0015647957103941666}",20,7,16.78571265350687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.005, 'e': 0.0015569912592293745}",25,8,28.860430240985444,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.005, 'e': 0.0015492257329271562}",20,10,18.848630024936877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.005, 'e': 0.001541498937348949}",25,3,33.155889431437174,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.005, 'e': 0.001533810679324463}",30,11,33.363666798636665,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.005, 'e': 0.0015261607666468464}",20,16,7.3919188720221065,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.005, 'e': 0.0015185490080678835}",20,3,27.524650452110365,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.005, 'e': 0.0015109752132932135}",25,11,29.516973361519025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.005, 'e': 0.0015034391929775724}",20,9,15.911701865708885,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.005, 'e': 0.0014959407587200602}",20,0,35.15101239024149,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1302,False,"{'a': 0.005, 'e': 0.0014884797230594294}",20,10,16.053758869292224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.005, 'e': 0.0014810558994693987}",20,4,24.12701702384955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.005, 'e': 0.0014736691023539948}",25,0,31.914207274526905,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1305,False,"{'a': 0.005, 'e': 0.001466319147042903}",20,0,27.405554772856622,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1306,False,"{'a': 0.005, 'e': 0.0014590058497868585}",25,0,28.056995870235053,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1307,False,"{'a': 0.005, 'e': 0.0014517290277530485}",25,0,39.32097349374145,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1308,False,"{'a': 0.005, 'e': 0.0014444884990205433}",30,12,28.550839510288277,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.005, 'e': 0.0014372840825757473}",25,13,21.808169728343415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.005, 'e': 0.0014301155983078744}",25,17,11.642439980876887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.005, 'e': 0.0014229828670044445}",25,4,32.95384721438492,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.005, 'e': 0.0014158857103468022}",20,0,31.393668560393262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1313,False,"{'a': 0.005, 'e': 0.0014088239509056637}",20,3,26.693759332385813,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.005, 'e': 0.0014017974121366744}",25,11,29.75682130163349,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.005, 'e': 0.0013948059183759988}",25,0,36.667478111664025,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1316,False,"{'a': 0.005, 'e': 0.001387849294835929}",20,6,22.80165177777455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.005, 'e': 0.0013809273676005135}",20,9,17.110062443808154,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.005, 'e': 0.0013740399636212118}",20,13,11.133072616048906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.005, 'e': 0.001367186910712565}",20,14,11.919215923677731,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.005, 'e': 0.0013603680375478928}",20,6,20.505306501431647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.005, 'e': 0.001353583173655013}",25,8,26.411135041250624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.005, 'e': 0.0013468321494119735}",20,15,10.764781904678955,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.005, 'e': 0.001340114796042817}",20,14,9.556326184394818,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.005, 'e': 0.0013334309456133593}",20,13,10.75436311333152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.005, 'e': 0.0013267804310269915}",25,15,15.689992302719538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.005, 'e': 0.0013201630860205026}",20,8,19.99792516788647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.005, 'e': 0.0013135787451599226}",20,3,27.579245156512894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.005, 'e': 0.0013070272438363863}",35,0,47.406059085261084,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.005, 'e': 0.0013005084182620215}",20,3,27.473997685614137,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.005, 'e': 0.001294022105465848}",25,16,16.277920266027444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.005, 'e': 0.001287568143289708}",20,0,29.376790081843886,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1332,False,"{'a': 0.005, 'e': 0.0012811463703842113}",20,12,16.286566802915555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.005, 'e': 0.0012747566262047007}",20,0,25.12183431386267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1334,False,"{'a': 0.005, 'e': 0.0012683987510072388}",20,7,23.919509160916395,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.005, 'e': 0.0012620725858446145}",25,0,29.683487094669644,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1336,False,"{'a': 0.005, 'e': 0.0012557779725623694}",25,11,27.328551819589787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.005, 'e': 0.0012495147537948425}",25,2,33.04969983107681,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.005, 'e': 0.0012432827729612404}",25,19,8.118469813551007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.005, 'e': 0.0012370818742617167}",30,15,27.448315489505,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.005, 'e': 0.001230911902673481}",20,12,16.637518690469893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.005, 'e': 0.001224772703946922}",20,13,11.343890452362924,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.005, 'e': 0.0012186641246017523}",20,6,22.373575705677997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.005, 'e': 0.0012125860119231696}",20,0,24.82087521857873,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.005, 'e': 0.0012065382139580404}",30,12,29.41817251022988,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.005, 'e': 0.0012005205795111}",25,12,19.952226208327627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.005, 'e': 0.0011945329581411752}",20,9,18.22875112672045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.005, 'e': 0.0011885752001574196}",25,15,19.842272816250404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.005, 'e': 0.0011826471566155727}",20,4,24.69009932873906,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.005, 'e': 0.0011767486793142377}",20,11,15.58396100920208,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.005, 'e': 0.0011708796207911744}",30,0,39.15968678226899,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1351,False,"{'a': 0.005, 'e': 0.0011650398343196144}",25,13,21.766563559574568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.005, 'e': 0.0011592291739045914}",25,5,30.663740832008003,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.005, 'e': 0.0011534474942792917}",25,18,12.967374684647023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.005, 'e': 0.0011476946509014253}",25,19,10.445416558774644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.005, 'e': 0.0011419704999496075}",30,12,25.628166368450664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.005, 'e': 0.0011362748983197658}",20,3,24.442210952930296,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.005, 'e': 0.0011306077036215634}",25,1,34.45262635554329,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.005, 'e': 0.0011249687741748374}",30,0,46.55037915357715,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1359,False,"{'a': 0.005, 'e': 0.0011193579690060578}",20,8,23.649726708098207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.005, 'e': 0.0011137751478448032}",30,8,37.59002851782055,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.005, 'e': 0.001108220171120254}",25,8,26.615536508391934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.005, 'e': 0.0011026928999577018}",20,8,22.356307508067076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.005, 'e': 0.0010971931961750814}",20,2,25.69818947085717,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.005, 'e': 0.0010917209222795108}",20,0,28.765320213520216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1365,False,"{'a': 0.005, 'e': 0.0010862759414638579}",25,0,32.337751590666926,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1366,False,"{'a': 0.005, 'e': 0.0010808581176033184}",20,13,11.047243966100805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.005, 'e': 0.0010754673152520138}",20,14,12.91557769262714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.005, 'e': 0.0010701033996396044}",20,0,26.58173239619119,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1369,False,"{'a': 0.005, 'e': 0.0010647662366679205}",35,12,35.11350247360315,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.005, 'e': 0.001059455692907609}",20,13,9.341363051780986,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.005, 'e': 0.0010541716355948014}",25,8,30.95921583911786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.005, 'e': 0.0010489139326277882}",20,16,7.9565164971109965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.005, 'e': 0.001043682452563722}",30,2,40.33481102438421,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.005, 'e': 0.0010384770646153282}",20,8,21.314249988585484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.005, 'e': 0.001033297638647637}",25,1,34.08435193623685,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.005, 'e': 0.0010281440451747298}",30,18,21.842380421781602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.005, 'e': 0.0010230161553565012}",25,0,36.175631902879644,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1378,False,"{'a': 0.005, 'e': 0.0010179138409954376}",30,11,28.838421973840823,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.005, 'e': 0.0010128369745334165}",25,15,14.286500769601925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.005, 'e': 0.0010077854290485105}",30,0,36.552294259476405,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1381,False,"{'a': 0.005, 'e': 0.0010027590782518195}",20,0,34.36852139626453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.005, 'e': 0.000997757796484312}",30,11,32.853087774699425,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,13,12.765680281316454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,11,24.25735900159082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,15,26.04331865589571,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,6,30.44492198852408,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,18,14.370802780247086,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,20,21.738933069831265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,1,34.35433792872234,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,8,24.307247322637807,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,21.44613139092244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,3,23.035578509079503,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
